LoanID,CustomerID,BranchID,LoanType,PrincipalAmount,InterestRate,TermMonths,StartDate,Status
429,8225,259,Mortgage,383750.31,6.69,60,2026-02-05,Active
430,3627,489,Mortgage,114445.69,6.8,24,2023-09-17,Active
431,1263,328,Mortgage,316848.29,9.07,360,2024-06-27,Active
432,7928,925,Personal,404908.57,5.77,12,2025-05-13,Defaulted
433,5704,204,Auto,268834.06,4.8,360,2025-01-11,Active
434,1861,259,Personal,304297.38,4.1,120,2021-10-05,Active
435,5903,204,Mortgage,460848.24,10.76,360,2023-06-05,Active
436,4449,928,Mortgage,411871.28,10.21,48,2026-02-27,Active
437,5861,303,Auto,365420.57,11.87,24,2024-11-11,Active
438,3864,928,Mortgage,292979.96,8.8,360,2021-11-29,Paid
439,96,263,Student,180788.7,8.46,36,2021-07-27,Active
440,316,854,Personal,272048.88,6.34,60,2025-11-26,Active
441,3589,384,Student,88725.12,5.47,24,2023-08-12,Defaulted
442,9659,263,Mortgage,214134.42,8.67,24,2026-02-19,Active
443,5384,381,Student,71278.69,5.43,36,2022-09-17,Active
444,3568,381,Student,492144.93,4.6,60,2025-05-17,Paid
445,8842,859,Personal,303655.7,5.24,48,2021-10-07,Active
446,500,384,Personal,302610.78,3.97,360,2023-11-15,Active
447,1542,263,Student,166466.13,5.16,24,2024-01-04,Paid
448,172,792,Mortgage,101228.37,8.52,12,2023-01-24,Active
449,2648,489,Auto,175679.17,8.2,60,2025-09-30,Active
450,4281,765,Student,54586.92,10.81,60,2024-12-01,Active
451,1320,814,Student,93980.58,11.82,24,2025-12-05,Active
452,726,529,Personal,489923.22,11.07,36,2025-02-02,Paid
453,8739,350,Personal,88049.51,9.51,360,2024-09-12,Paid
454,4386,859,Mortgage,303151.31,9.2,24,2021-11-27,Active
455,7578,195,Student,102792.78,5.6,36,2022-07-13,Active
456,6049,792,Mortgage,403420.5,7.27,360,2026-02-21,Active
457,6120,125,Personal,445548.18,5.71,12,2025-02-15,Active
458,9415,792,Auto,255562.48,6.04,12,2024-10-22,Active
459,5174,877,Personal,294116.74,9.0,36,2025-06-27,Active
460,8200,303,Auto,37519.75,4.18,24,2024-07-07,Active
461,2651,125,Mortgage,24805.93,5.03,36,2022-08-10,Active
462,1420,199,Personal,173389.46,7.96,12,2022-04-11,Active
463,1947,189,Mortgage,205074.57,10.37,36,2022-12-24,Active
464,3282,854,Auto,141122.6,9.51,12,2024-02-29,Active
465,7960,559,Mortgage,368775.66,12.29,24,2023-11-12,Active
466,2375,617,Mortgage,145025.45,7.33,36,2024-01-15,Paid
467,308,990,Personal,273199.71,11.55,12,2024-09-30,Defaulted
468,2992,658,Auto,175615.73,9.61,120,2021-11-22,Active
469,5303,132,Mortgage,465050.55,6.83,36,2023-09-13,Active
470,5549,195,Personal,499597.04,4.24,360,2023-03-29,Active
471,1853,990,Auto,96225.38,7.49,48,2022-05-03,Active
472,3296,716,Personal,157488.97,8.47,360,2024-03-29,Active
473,2019,130,Student,382203.36,7.6,12,2022-12-28,Active
474,7710,925,Auto,430155.77,12.03,120,2025-09-01,Active
475,7819,489,Student,475191.32,10.11,60,2022-12-08,Active
476,8305,130,Auto,178607.83,6.74,12,2023-11-25,Paid
477,6656,125,Mortgage,192715.62,7.39,60,2026-01-23,Defaulted
478,6173,765,Auto,156626.07,3.55,48,2026-03-19,Active
479,7390,925,Mortgage,138368.97,7.24,60,2026-04-18,Active
480,9888,489,Mortgage,356681.97,5.86,12,2024-05-24,Defaulted
481,9009,990,Student,250938.65,10.13,120,2023-05-25,Paid
482,1322,814,Student,6914.39,9.0,60,2021-11-16,Active
483,1721,125,Student,272787.1,11.42,48,2022-10-29,Active
484,7010,106,Auto,298657.52,6.24,12,2021-09-27,Paid
485,2200,925,Mortgage,104764.84,8.21,360,2021-08-01,Active
486,8581,214,Mortgage,367613.1,6.04,12,2025-09-24,Active
487,3567,765,Mortgage,452265.9,10.92,60,2024-02-18,Active
488,7540,448,Personal,260521.16,4.58,24,2026-03-21,Active
489,43,195,Student,262886.54,4.03,24,2021-09-03,Active
490,5692,658,Personal,476698.25,7.81,48,2023-12-18,Active
491,121,127,Personal,164141.87,11.73,48,2021-09-19,Active
492,5987,532,Personal,451149.77,6.85,24,2021-07-24,Paid
493,3173,384,Personal,374467.28,11.86,360,2022-10-20,Active
494,6758,189,Student,293460.51,8.73,36,2023-09-09,Paid
495,1105,716,Student,33262.99,6.03,36,2022-03-13,Active
496,1330,529,Personal,386888.48,7.5,360,2025-02-23,Active
497,2798,858,Student,151251.81,7.31,12,2021-08-01,Active
498,1562,833,Student,498304.05,12.13,48,2023-02-20,Active
499,995,881,Student,426793.16,8.91,24,2024-10-01,Active
500,2075,381,Mortgage,12757.23,3.94,60,2023-06-14,Active
501,9696,925,Mortgage,194096.57,12.34,120,2022-11-14,Active
502,7966,716,Student,87740.7,7.72,120,2023-05-20,Active
503,3167,194,Auto,327985.05,11.47,12,2025-06-27,Active
504,2609,350,Personal,304904.22,12.48,360,2023-06-04,Active
505,9599,204,Auto,173421.97,5.88,12,2023-03-01,Active
506,2688,858,Student,179356.98,5.23,60,2021-12-21,Active
507,1630,990,Auto,356217.63,10.62,36,2023-01-19,Active
508,7048,106,Personal,370602.7,5.87,48,2023-11-08,Active
509,5021,448,Auto,16622.97,6.07,60,2022-07-31,Paid
510,3107,990,Mortgage,354054.19,6.91,36,2023-12-17,Active
511,3418,127,Mortgage,407608.76,7.45,36,2021-11-04,Active
512,3721,199,Mortgage,149700.49,12.03,360,2023-10-19,Active
513,812,925,Personal,9853.62,4.05,36,2025-01-19,Paid
514,4133,132,Personal,71404.27,10.96,60,2022-05-13,Active
515,751,127,Personal,413710.94,6.42,12,2025-09-02,Active
516,8287,716,Auto,424828.56,8.33,60,2026-03-07,Paid
517,9216,199,Personal,157942.6,10.85,36,2025-05-31,Active
518,2079,325,Personal,304478.75,10.93,48,2024-08-28,Paid
519,9493,765,Mortgage,178488.99,8.61,48,2022-09-10,Active
520,4872,130,Mortgage,255956.96,4.41,12,2021-12-12,Active
521,5856,818,Auto,158828.69,6.49,24,2025-05-25,Active
522,305,199,Mortgage,42438.11,12.34,360,2025-04-20,Active
523,7633,617,Auto,416720.22,5.4,120,2023-10-25,Paid
524,5442,384,Auto,289489.86,6.11,36,2022-07-06,Active
525,2592,704,Student,118819.4,10.42,360,2022-10-27,Active
526,1944,925,Auto,36981.29,7.67,36,2022-02-24,Active
527,6937,467,Auto,182454.38,9.73,12,2021-08-10,Active
528,6615,381,Personal,209238.33,10.96,36,2022-03-11,Active
529,2291,467,Personal,306567.36,4.1,24,2025-07-09,Paid
530,3936,214,Student,279670.16,10.66,60,2022-06-19,Active
531,7437,674,Mortgage,270036.05,7.79,360,2025-07-12,Active
532,7825,350,Student,97589.8,11.15,36,2023-08-03,Active
533,546,384,Auto,162783.0,6.42,48,2025-12-02,Active
534,830,877,Auto,171033.33,4.53,48,2022-06-12,Active
535,4993,559,Personal,479803.35,7.5,24,2021-12-31,Paid
536,2044,194,Student,301913.96,10.56,48,2024-03-17,Active
537,8335,704,Auto,449531.89,7.99,12,2022-01-18,Active
538,6788,877,Mortgage,265316.06,8.63,48,2025-05-24,Active
539,142,674,Personal,302471.42,12.23,360,2024-03-06,Active
540,9836,765,Mortgage,437028.65,11.42,48,2021-06-24,Active
541,2416,444,Mortgage,404518.57,10.26,24,2025-06-25,Active
542,919,328,Student,302936.48,4.75,12,2026-02-19,Active
543,2041,325,Student,253154.87,10.25,12,2024-11-24,Paid
544,8109,303,Auto,132895.18,6.34,24,2023-04-27,Active
545,4932,467,Mortgage,489658.11,6.84,12,2021-12-29,Active
546,7364,814,Student,220175.76,6.66,12,2023-03-23,Paid
547,4478,444,Mortgage,262197.49,4.67,60,2022-07-14,Active
548,3329,814,Mortgage,214645.23,10.54,120,2023-08-22,Active
549,3863,214,Auto,80134.79,11.85,360,2021-10-28,Active
550,2648,674,Personal,241478.19,5.53,12,2023-08-24,Active
551,678,833,Auto,228923.98,9.75,36,2026-04-21,Active
552,5461,328,Mortgage,397781.1,6.45,120,2024-08-16,Paid
553,7209,259,Auto,235056.68,7.23,12,2021-12-29,Active
554,6008,448,Personal,472621.41,3.63,360,2024-11-18,Paid
555,9511,559,Auto,457160.38,9.12,36,2024-01-10,Active
556,2607,765,Mortgage,101546.36,4.79,12,2022-02-04,Active
557,2391,338,Auto,280687.45,7.09,120,2024-09-06,Active
558,7280,199,Mortgage,464521.12,4.5,60,2024-08-24,Paid
559,8152,881,Personal,146665.9,4.01,24,2022-10-09,Active
560,6197,704,Auto,31855.68,10.5,48,2025-05-28,Active
561,4896,444,Auto,230251.73,6.66,60,2022-02-03,Active
562,6003,214,Auto,38200.99,7.42,48,2023-08-30,Active
563,8140,859,Mortgage,91220.44,3.66,24,2024-04-18,Paid
564,5058,532,Student,26589.99,7.08,48,2025-06-06,Active
565,8479,199,Auto,354929.84,5.99,120,2021-10-01,Active
566,9344,328,Mortgage,450570.81,6.62,360,2024-12-01,Active
567,2048,242,Mortgage,270578.92,9.41,120,2024-01-02,Active
568,7708,703,Auto,483262.52,10.92,12,2025-10-30,Active
569,8502,338,Student,58738.92,5.07,60,2024-12-30,Active
570,7579,716,Personal,155321.17,10.02,12,2025-08-17,Active
571,5599,106,Auto,349695.04,9.45,360,2025-01-07,Active
572,4248,814,Auto,64244.42,8.47,12,2022-09-12,Active
573,8005,125,Student,66858.89,11.72,60,2023-02-18,Active
574,5335,703,Mortgage,69844.26,4.89,24,2025-01-25,Active
575,6669,716,Mortgage,27674.17,4.96,120,2025-08-30,Active
576,5906,189,Mortgage,308834.88,10.85,36,2024-06-22,Active
577,481,658,Auto,460703.72,7.68,360,2025-02-15,Paid
578,6586,194,Personal,292372.34,3.66,36,2025-03-30,Active
579,8109,716,Personal,429174.31,11.92,60,2022-02-17,Active
580,4005,529,Auto,10672.87,11.91,12,2025-04-01,Active
581,5624,263,Personal,463354.89,5.46,48,2022-05-11,Active
582,9463,195,Student,344616.58,4.06,60,2022-10-28,Active
583,5178,928,Student,267607.97,6.13,12,2021-11-14,Defaulted
584,5451,263,Mortgage,233964.6,7.61,120,2026-03-16,Active
585,64,877,Mortgage,330908.47,10.66,12,2026-03-02,Active
586,8840,467,Student,40525.37,11.62,120,2022-12-20,Active
587,9591,792,Auto,374515.78,5.87,120,2022-01-17,Active
588,4230,328,Student,8752.11,9.27,36,2025-07-02,Active
589,7586,132,Student,447969.08,5.93,360,2024-07-16,Paid
590,5269,127,Personal,239103.54,11.03,12,2025-05-18,Active
591,4809,259,Student,71437.53,8.28,24,2021-04-27,Active
592,6676,529,Personal,364336.72,6.67,360,2025-06-22,Defaulted
593,8213,384,Auto,250493.26,9.77,12,2021-05-29,Paid
594,5471,814,Student,191984.73,5.18,48,2021-04-28,Active
595,8984,489,Auto,317789.36,5.38,12,2022-05-23,Active
596,7729,617,Personal,89721.49,5.68,12,2022-10-08,Active
597,9087,792,Student,353631.09,4.51,36,2025-01-15,Active
598,9438,814,Personal,386505.3,7.48,48,2026-03-22,Paid
599,7864,859,Student,494710.32,7.8,12,2024-11-30,Paid
600,144,559,Auto,298638.53,7.56,36,2022-09-05,Active
601,6533,529,Mortgage,485652.56,11.11,48,2023-08-31,Active
602,721,204,Student,158909.96,9.1,36,2023-11-30,Active
603,8864,818,Auto,343422.69,11.52,360,2024-03-05,Paid
604,9365,765,Student,269136.25,8.87,120,2022-11-13,Active
605,475,833,Personal,475060.83,11.24,360,2025-01-27,Active
606,846,990,Mortgage,394697.14,10.64,60,2025-08-12,Active
607,8813,214,Student,62323.74,7.12,360,2023-10-12,Active
608,175,489,Auto,158592.76,9.6,48,2022-12-23,Active
609,4952,106,Student,337772.44,4.86,24,2021-04-24,Active
610,210,703,Auto,467051.57,11.42,60,2021-05-27,Active
611,144,195,Auto,395283.93,3.87,60,2023-03-06,Active
612,4052,132,Auto,194365.59,3.91,12,2025-12-12,Active
613,5279,489,Student,126920.49,10.0,12,2025-07-16,Active
614,960,858,Auto,74611.22,9.22,12,2025-07-27,Active
615,113,703,Student,399368.22,5.61,60,2021-08-26,Active
616,1991,704,Auto,306174.89,7.3,60,2024-11-19,Active
617,2127,792,Mortgage,426784.47,3.92,120,2023-10-02,Active
618,1437,125,Mortgage,173549.01,12.14,60,2024-11-30,Active
619,1447,854,Student,212713.66,10.02,360,2024-03-16,Active
620,6621,854,Personal,350927.77,6.43,24,2026-02-09,Active
621,5977,303,Mortgage,222725.44,11.72,60,2023-12-05,Defaulted
622,9945,350,Student,281809.13,11.46,60,2022-01-21,Paid
623,5195,716,Personal,442331.54,7.42,24,2025-11-28,Active
624,3357,928,Auto,384039.87,4.52,360,2024-11-02,Active
625,2025,106,Auto,210201.59,4.62,60,2025-12-05,Active
626,2749,259,Auto,459775.26,5.45,36,2023-11-24,Active
627,8687,130,Auto,110292.54,7.37,12,2025-08-29,Active
628,1822,259,Auto,417048.62,5.7,360,2025-06-13,Active
629,3733,716,Personal,154282.64,8.25,360,2023-08-16,Active
630,7362,259,Personal,194806.43,6.87,60,2022-12-15,Paid
631,2041,195,Auto,64704.97,6.34,48,2022-10-30,Active
632,1092,127,Personal,79006.03,4.97,360,2021-05-17,Active
633,1975,195,Personal,124128.02,7.4,12,2023-02-03,Active
634,7969,833,Student,134998.74,9.01,120,2026-04-04,Active
635,9813,263,Mortgage,257904.86,7.59,120,2022-07-06,Active
636,1180,195,Personal,386620.5,4.68,120,2022-09-24,Active
637,1235,703,Personal,371160.62,11.28,60,2024-07-11,Paid
638,4213,204,Mortgage,340483.72,8.31,24,2026-01-05,Active
639,8880,384,Auto,16270.88,12.32,24,2024-09-26,Active
640,3691,881,Student,365529.81,6.36,24,2025-07-29,Active
641,5170,214,Auto,466034.21,5.86,360,2025-04-25,Active
642,1319,990,Student,55161.09,10.49,60,2021-07-12,Active
643,6471,858,Personal,315172.02,9.62,120,2023-01-27,Active
644,7761,323,Mortgage,134727.72,4.93,48,2025-04-24,Active
645,1908,328,Mortgage,144874.27,11.02,24,2024-06-07,Paid
646,1885,127,Auto,58614.63,4.58,24,2024-06-23,Active
647,9253,765,Personal,12003.85,11.7,120,2025-06-27,Active
648,6212,194,Auto,356816.19,6.38,360,2025-10-30,Active
649,9826,325,Mortgage,431611.5,8.12,120,2024-06-10,Active
650,6506,529,Auto,443013.99,11.27,120,2023-10-02,Active
651,8438,703,Personal,355382.45,9.14,48,2024-02-06,Active
652,1222,674,Personal,209872.78,5.2,48,2025-06-06,Paid
653,6697,877,Auto,425765.27,5.15,48,2024-08-06,Active
654,4846,489,Auto,496782.53,7.67,36,2024-01-26,Active
655,2910,704,Student,298401.25,11.26,48,2023-02-19,Active
656,4527,303,Student,161542.52,12.1,60,2021-05-07,Active
657,513,928,Auto,361863.03,4.42,36,2026-03-30,Active
658,2241,350,Mortgage,52971.01,8.67,12,2022-07-13,Active
659,611,859,Personal,219808.4,9.99,360,2023-07-12,Active
660,9118,127,Mortgage,229033.46,11.57,24,2024-11-14,Active
661,4911,754,Student,154818.76,10.82,60,2023-10-05,Active
662,5917,106,Mortgage,158157.9,10.26,48,2023-01-21,Active
663,899,765,Student,374614.08,8.49,36,2021-06-19,Active
664,8179,928,Auto,462692.63,7.36,48,2025-08-10,Active
665,9671,130,Mortgage,35165.97,9.79,48,2022-04-05,Paid
666,5406,127,Auto,224924.19,10.35,360,2023-03-16,Active
667,1525,195,Auto,346192.99,6.79,60,2022-05-29,Active
668,6027,448,Student,235964.14,4.11,360,2022-08-03,Active
669,7552,384,Student,57980.76,4.77,36,2022-10-14,Active
670,2408,199,Personal,266175.46,7.44,24,2024-04-03,Active
671,8020,323,Auto,77791.22,10.1,36,2025-03-24,Active
672,7020,658,Mortgage,283286.45,7.65,60,2024-06-18,Defaulted
673,6015,323,Auto,59986.17,5.53,24,2021-06-22,Active
674,2486,303,Personal,398137.84,6.65,60,2023-07-06,Active
675,9546,559,Mortgage,135235.17,8.42,24,2021-12-16,Active
676,4086,617,Mortgage,55750.53,7.26,12,2022-06-27,Paid
677,8259,195,Student,208069.16,9.11,12,2022-09-14,Paid
678,8463,127,Personal,248572.49,12.41,12,2024-11-23,Active
679,7600,130,Auto,133246.36,11.46,120,2024-08-27,Paid
680,1141,990,Auto,479454.16,8.32,48,2023-11-30,Active
681,4139,381,Student,200851.38,10.44,360,2023-05-05,Active
682,6348,559,Mortgage,225847.1,6.91,24,2024-06-27,Paid
683,6821,350,Auto,58629.42,11.41,360,2021-05-03,Defaulted
684,1758,214,Personal,50529.05,7.46,36,2026-03-06,Paid
685,447,703,Student,102437.53,8.67,48,2023-09-14,Active
686,7832,754,Mortgage,211408.95,7.95,60,2023-12-29,Active
687,6362,467,Auto,347368.25,8.47,360,2024-06-16,Paid
688,5990,858,Personal,217366.86,11.11,12,2025-01-30,Active
689,5894,859,Mortgage,288608.82,5.26,24,2023-04-16,Active
690,8688,489,Student,89337.14,11.49,360,2022-02-22,Active
691,3766,792,Mortgage,170920.29,4.04,12,2023-10-01,Paid
692,5300,325,Auto,341201.18,9.99,36,2026-02-28,Active
693,7723,859,Student,239049.57,11.11,120,2022-08-05,Active
694,2211,858,Auto,395995.51,10.03,60,2024-12-01,Active
695,441,925,Personal,25457.81,11.76,60,2024-11-24,Active
696,7985,328,Mortgage,429673.88,3.52,360,2022-10-26,Active
697,1627,877,Personal,496281.11,8.97,36,2022-07-20,Active
698,2621,242,Personal,33921.93,10.77,48,2023-06-19,Active
699,9855,195,Student,419000.42,10.79,36,2025-06-28,Active
700,9550,489,Auto,380378.66,6.03,12,2025-01-15,Paid
701,5478,617,Auto,457218.67,12.03,120,2024-12-15,Active
702,7212,818,Mortgage,189299.65,10.8,24,2021-05-01,Active
703,1086,106,Personal,462577.96,9.27,48,2023-01-09,Active
704,3636,125,Student,40984.39,12.02,12,2026-01-13,Active
705,8248,658,Auto,205037.88,11.09,60,2022-08-09,Defaulted
706,133,467,Personal,345452.05,9.49,360,2025-08-01,Active
707,6192,189,Student,191041.98,6.84,120,2021-10-25,Active
708,5323,532,Mortgage,87759.39,7.99,24,2025-05-28,Paid
709,6970,328,Personal,83916.18,10.53,48,2021-11-28,Active
710,2869,818,Personal,378022.46,6.9,120,2021-10-30,Active
711,6905,859,Auto,18633.3,9.18,360,2021-09-23,Active
712,1262,559,Student,61698.97,5.22,360,2022-07-16,Active
713,790,814,Student,66270.65,10.67,60,2023-06-25,Active
714,2362,854,Student,231206.38,4.31,12,2024-01-01,Active
715,2412,765,Student,79772.37,4.2,36,2025-10-13,Active
716,1818,189,Mortgage,286389.86,9.65,360,2025-10-20,Active
717,4706,194,Student,348801.84,7.06,48,2024-12-15,Active
718,1500,833,Mortgage,439495.23,9.7,48,2023-08-19,Active
719,1395,194,Personal,169070.0,8.77,48,2022-04-10,Active
720,1987,323,Mortgage,69038.26,8.15,36,2025-03-22,Defaulted
721,5958,674,Personal,87964.54,10.18,48,2026-04-23,Active
722,5763,928,Student,410956.71,9.09,60,2023-05-07,Active
723,5725,814,Mortgage,28423.22,12.29,24,2024-08-15,Active
724,3044,658,Personal,254319.88,7.08,120,2025-05-19,Active
725,9042,325,Student,104744.24,6.75,48,2023-05-23,Active
726,7979,704,Mortgage,472991.01,4.65,60,2023-03-20,Active
727,9798,320,Student,162966.21,5.94,48,2023-01-14,Active
728,3304,674,Mortgage,133718.27,6.64,120,2023-05-27,Defaulted
729,1350,214,Mortgage,19004.16,4.23,60,2025-08-11,Defaulted
730,3871,323,Mortgage,360796.42,11.44,48,2022-12-22,Active
731,4730,792,Auto,175267.4,4.58,24,2022-12-23,Paid
732,2679,928,Auto,396835.74,9.79,36,2025-10-17,Active
733,354,617,Mortgage,169776.92,11.15,48,2025-02-08,Active
734,7553,858,Auto,133938.11,9.97,12,2024-12-18,Active
735,2715,928,Student,444743.65,8.81,36,2026-01-08,Active
736,4037,489,Mortgage,253793.5,8.63,360,2025-09-01,Paid
737,2453,467,Mortgage,405533.34,9.73,120,2023-02-06,Active
738,1989,130,Auto,455738.35,4.22,24,2026-01-02,Active
739,533,704,Mortgage,21252.93,6.62,360,2024-09-13,Active
740,874,814,Auto,302161.99,9.07,360,2025-10-01,Active
741,624,444,Personal,144990.24,6.66,120,2026-04-02,Active
742,3996,489,Personal,499146.32,9.06,120,2025-10-24,Active
743,5814,833,Mortgage,233695.59,3.67,36,2022-08-01,Active
744,3463,320,Personal,440503.72,6.0,48,2024-04-01,Active
745,2973,444,Auto,72083.99,10.67,60,2025-09-02,Defaulted
746,9824,792,Personal,261284.18,10.98,120,2022-05-10,Active
747,4948,833,Auto,14521.96,3.59,12,2025-02-12,Active
748,8123,703,Student,236170.52,9.68,36,2023-02-06,Active
749,1593,127,Mortgage,420437.11,7.34,48,2026-01-19,Active
750,9935,854,Auto,43053.16,9.91,48,2024-12-31,Active
751,9989,703,Auto,162837.61,6.44,360,2025-11-22,Paid
752,7685,199,Student,338579.42,6.66,12,2022-03-08,Active
753,1662,792,Mortgage,347575.55,11.71,24,2024-07-14,Active
754,7469,532,Student,193232.21,11.07,36,2024-04-11,Active
755,6715,925,Student,479284.59,8.11,36,2022-11-05,Active
756,955,204,Personal,46347.86,5.17,60,2022-07-09,Active
757,4669,532,Auto,329380.11,4.19,24,2023-06-08,Active
758,2059,990,Mortgage,54671.44,6.84,24,2024-02-21,Active
759,4432,303,Student,457516.31,10.97,360,2021-08-17,Active
760,8303,444,Student,449282.44,4.88,120,2025-06-27,Active
761,9390,925,Personal,16440.09,5.57,36,2023-04-26,Active
762,6348,127,Student,233315.23,6.72,120,2025-05-24,Active
763,2580,928,Auto,19278.4,5.65,48,2025-12-07,Active
764,2860,532,Personal,313011.68,9.41,12,2025-06-25,Active
765,796,928,Mortgage,342945.84,6.72,360,2023-04-17,Active
766,373,559,Personal,233469.78,7.78,36,2024-05-16,Active
767,9737,325,Auto,14517.54,6.81,120,2022-06-11,Active
768,2280,444,Personal,472190.35,8.19,120,2022-04-13,Active
769,2176,877,Mortgage,324157.98,7.41,120,2026-03-30,Active
770,5476,704,Personal,376183.98,9.07,12,2025-10-04,Paid
771,4708,204,Auto,233995.17,4.64,48,2021-07-10,Active
772,8300,259,Mortgage,185635.19,10.52,360,2024-07-07,Active
773,4173,489,Mortgage,441936.61,3.82,120,2025-09-14,Paid
774,8166,338,Student,394505.8,12.28,360,2023-06-27,Active
775,148,703,Personal,490779.63,12.21,12,2024-09-29,Active
776,4695,674,Personal,274070.07,8.65,360,2021-07-27,Active
777,1080,194,Student,7772.04,11.58,120,2022-12-26,Paid
778,7724,214,Mortgage,141521.62,5.62,120,2023-02-01,Paid
779,2407,338,Student,188399.79,8.84,36,2023-10-09,Active
780,6510,559,Personal,43738.8,7.21,360,2022-10-24,Paid
781,1631,617,Student,376190.2,8.17,24,2024-04-18,Paid
782,2245,833,Mortgage,46687.75,9.94,120,2021-10-19,Paid
783,3667,990,Mortgage,159571.76,8.98,12,2025-11-30,Active
784,6166,818,Personal,313892.85,10.93,36,2024-09-01,Active
785,4991,559,Student,220867.74,11.65,12,2025-04-03,Active
786,7091,467,Mortgage,460588.32,9.43,360,2022-08-15,Active
787,2738,350,Student,127737.92,11.85,36,2022-08-16,Active
788,2516,854,Mortgage,470417.25,9.21,24,2024-10-13,Active
789,4697,199,Auto,434276.45,10.7,120,2025-01-01,Active
790,2562,674,Personal,71304.59,7.94,12,2022-11-20,Active
791,9073,833,Auto,330050.55,4.44,36,2025-11-09,Active
792,9854,928,Mortgage,223077.99,6.55,24,2022-01-22,Active
793,2188,132,Mortgage,482743.71,11.0,60,2021-10-16,Active
794,9800,204,Auto,208224.76,6.25,24,2025-02-18,Active
795,5387,303,Auto,42758.52,5.06,24,2024-09-30,Paid
796,9791,559,Mortgage,312469.57,6.72,36,2025-01-21,Active
797,6595,489,Mortgage,108544.35,10.2,120,2025-03-13,Active
798,1917,106,Auto,106372.58,11.75,12,2025-02-02,Active
799,8513,444,Auto,468445.13,6.23,120,2025-11-21,Active
800,1128,204,Auto,378137.83,8.2,24,2024-10-29,Active
801,4016,320,Auto,339914.69,10.86,60,2025-01-29,Active
802,3379,323,Personal,134511.41,12.19,60,2023-04-05,Active
803,6925,990,Auto,131823.37,7.43,60,2025-05-30,Defaulted
804,9389,204,Student,404964.86,11.8,24,2021-12-13,Active
805,4280,703,Mortgage,248624.36,9.88,360,2025-11-04,Active
806,4854,130,Auto,158243.54,11.1,120,2021-11-20,Paid
807,3521,928,Auto,110527.8,9.68,24,2021-09-12,Active
808,6798,106,Mortgage,244637.45,10.76,24,2024-05-13,Active
809,611,127,Student,360683.48,6.91,36,2026-03-19,Active
810,4231,467,Student,46640.23,7.17,36,2025-01-13,Active
811,9131,792,Personal,42263.53,11.95,48,2023-07-25,Active
812,3990,858,Mortgage,343350.52,7.37,48,2024-12-20,Active
813,2351,467,Mortgage,229590.18,11.54,36,2025-07-29,Active
814,8057,877,Mortgage,318724.6,4.4,36,2026-03-12,Active
815,3545,106,Auto,176012.88,10.34,60,2026-02-23,Active
816,7524,350,Student,491174.38,5.02,24,2023-04-01,Active
817,3988,127,Auto,131346.39,4.72,24,2023-02-27,Active
818,5657,189,Auto,37776.44,6.97,12,2021-08-04,Active
819,6544,704,Mortgage,13710.73,6.59,120,2024-05-21,Active
820,5225,259,Mortgage,266590.42,10.9,120,2023-02-22,Active
821,1164,754,Personal,71313.87,8.7,12,2025-06-11,Active
822,7484,928,Mortgage,422777.19,7.42,120,2023-09-12,Active
823,1469,703,Student,448627.61,11.37,60,2021-09-04,Active
824,818,189,Student,109243.07,4.93,24,2024-12-02,Active
825,1455,325,Mortgage,23170.29,4.82,36,2022-08-27,Active
826,7523,716,Personal,335192.25,7.47,120,2023-06-29,Active
827,2768,328,Personal,5622.31,8.23,24,2022-07-03,Active
828,7293,532,Mortgage,99616.4,11.65,24,2024-08-11,Active
829,6356,814,Mortgage,431191.87,11.55,24,2022-04-23,Active
830,1889,859,Student,88199.96,10.5,360,2021-10-12,Active
831,4103,259,Personal,329844.64,12.31,36,2023-04-25,Active
832,5743,259,Auto,143626.82,12.16,120,2023-05-14,Paid
833,3168,818,Student,314844.67,10.19,120,2022-08-07,Paid
834,1746,990,Student,493962.97,7.02,24,2023-09-09,Active
835,6144,765,Personal,177955.15,4.47,360,2026-01-15,Active
836,728,877,Auto,405097.17,5.76,360,2025-04-30,Active
837,2699,444,Student,10476.33,4.56,24,2025-07-19,Paid
838,3534,125,Mortgage,253225.52,8.72,120,2022-11-28,Active
839,7483,303,Mortgage,147940.84,6.16,360,2024-08-16,Active
840,8733,833,Personal,235454.86,9.98,36,2024-04-15,Active
841,6329,859,Auto,371878.17,5.82,36,2022-03-27,Active
842,124,130,Auto,296267.15,10.36,24,2025-10-20,Active
843,73,928,Personal,482126.22,5.34,48,2025-11-15,Paid
844,4973,106,Mortgage,142668.13,8.54,24,2023-08-22,Paid
845,4519,467,Student,279591.65,5.8,48,2022-04-03,Active
846,1819,448,Auto,290022.57,7.42,48,2025-11-15,Active
847,8958,194,Personal,28976.22,8.69,120,2024-10-15,Active
848,8425,704,Personal,496185.76,6.74,12,2024-08-28,Active
849,6127,990,Auto,49159.48,3.91,360,2021-12-31,Paid
850,4247,990,Mortgage,420932.02,10.56,24,2023-02-10,Paid
851,6421,259,Student,445819.49,11.53,360,2022-07-06,Active
852,430,106,Auto,206800.2,12.05,120,2026-03-31,Active
853,6664,754,Mortgage,41078.28,10.08,48,2023-11-15,Defaulted
854,970,263,Auto,255115.04,5.86,36,2021-06-29,Active
855,475,854,Mortgage,180622.86,6.05,120,2024-09-18,Active
856,3895,242,Mortgage,337698.99,6.04,36,2023-05-04,Active
857,2147,448,Student,477851.14,5.87,12,2024-05-29,Active
